"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.sentenceId","Input.sentence","Input.index","Input.verbIndices","Input.prep","Input.wordIndex","Answer.taskAnswers","Approve","Reject"
"31D0ZWOD0A0WAG326GN30V4DNVF0AQ","33XAU29Y7QCXMKR397DUKGYGP3PHK6","Ask and answer questions about nouns (ID)","Ask and answer questions about nouns","language, question answering","$0.10","Sun Feb 13 06:34:39 PST 2022","12","BatchId:4668930;OriginalHitTemplateId:920937340;","3600","259200","Sun Feb 20 06:34:39 PST 2022","","","351SEKWQS0IUXLBF5X65CCENKNKDMO","A1198W1SPF1R4","Approved","Sun Feb 13 22:20:42 PST 2022","Sun Feb 13 22:26:41 PST 2022","Wed Feb 16 22:26:41 PST 2022","Wed Feb 16 11:35:53 PST 2022","","","359","100% (375/375)","100% (268/268)","100% (86/86)","Wiki1k:wikipedia:19572217:14:6","There are 16 H and 9 N subtypes known , but only H 1 , 2 and 3 , and N 1 and 2 are commonly found in humans .","7","8&26","","","[{""another-question"":""add QA"",""answers-1"":""16 H and 9 N"",""answers-2"":""known"",""answers-3"":""H 1 , 2 and 3 , and N 1 and 2"",""answers-4"":""in humans"",""discard-question"":""discard question"",""end-1"":""8"",""end-2"":""10"",""end-3"":""25"",""end-4"":""30"",""member-consist-1"":""member"",""member-consist-2"":""member"",""member-consist-3"":""member"",""member-consist-4"":""member"",""member-partof-1"":""member"",""member-partof-2"":""member"",""member-partof-3"":""member"",""member-partof-4"":""member"",""notthe-copular-1"":""subtypes"",""notthe-copular-2"":""subtypes"",""notthe-copular-3"":""subtypes"",""notthe-copular-4"":""subtypes"",""part-consist-1"":""part"",""part-consist-2"":""part"",""part-consist-3"":""part"",""part-consist-4"":""part"",""part-partof-1"":""part"",""part-partof-2"":""part"",""part-partof-3"":""part"",""part-partof-4"":""part"",""question-1"":""How much /How many subtypes?"",""question-2"":""What is the [PROPERTY] of (the) subtypes?"",""question-2-property-input"":""status"",""question-3"":""What/Who is a part/member of subtypes?"",""question-3-consist-input-part-member"":""part"",""question-3-consist-input-what-who"":""What"",""question-4"":""Where is the subtypes?"",""remove-button"":""remove answer"",""start-1"":""3"",""start-2"":""9"",""start-3"":""13"",""start-4"":""28"",""the-copular-1"":""the subtypes"",""the-copular-2"":""the subtypes"",""the-copular-3"":""the subtypes"",""the-copular-4"":""the subtypes"",""what-consist-1"":""What"",""what-consist-2"":""What"",""what-consist-3"":""What"",""what-consist-4"":""What"",""what-copular-1"":""What"",""what-copular-2"":""What"",""what-copular-3"":""What"",""what-copular-4"":""What"",""who-consist-1"":""Who"",""who-consist-2"":""Who"",""who-consist-3"":""Who"",""who-consist-4"":""Who"",""who-copular-1"":""Who"",""who-copular-2"":""Who"",""who-copular-3"":""Who"",""who-copular-4"":""Who""}]"
"31D0ZWOD0A0WAG326GN30V4DNVF0AQ","33XAU29Y7QCXMKR397DUKGYGP3PHK6","Ask and answer questions about nouns (ID)","Ask and answer questions about nouns","language, question answering","$0.10","Sun Feb 13 06:34:39 PST 2022","12","BatchId:4668930;OriginalHitTemplateId:920937340;","3600","259200","Sun Feb 20 06:34:39 PST 2022","","","388U7OUMF72RVHNDYTERJ4OEWT8R0B","A17TKHT8FEVH0R","Approved","Tue Feb 15 13:40:27 PST 2022","Tue Feb 15 13:41:55 PST 2022","Fri Feb 18 13:41:55 PST 2022","Wed Feb 16 11:35:54 PST 2022","","","88","100% (190/190)","100% (44/44)","100% (21/21)","Wiki1k:wikipedia:19572217:14:6","There are 16 H and 9 N subtypes known , but only H 1 , 2 and 3 , and N 1 and 2 are commonly found in humans .","7","8&26","","","[{""another-question"":""add QA"",""answers-1"":""16 H and 9 N"",""answers-2"":""16 H and 9 N"",""answers-3"":""16 H and 9 N"",""discard-question"":""discard question"",""end-1"":""8"",""end-2"":""8"",""end-3"":""7"",""member-consist-1"":""member"",""member-consist-2"":""member"",""member-consist-3"":""member"",""member-partof-1"":""member"",""member-partof-2"":""member"",""member-partof-3"":""member"",""notthe-copular-1"":""subtypes"",""notthe-copular-2"":""subtypes"",""notthe-copular-3"":""subtypes"",""part-consist-1"":""part"",""part-consist-2"":""part"",""part-consist-3"":""part"",""part-partof-1"":""part"",""part-partof-2"":""part"",""part-partof-3"":""part"",""question-1"":""How much /How many subtypes?"",""question-2"":""What/Who is a part/member of subtypes?"",""question-2-consist-input-part-member"":""part"",""question-2-consist-input-what-who"":""What"",""question-3"":""What is the [PROPERTY] of (the) subtypes?"",""question-3-property-input"":""amount"",""remove-button"":""remove answer"",""start-1"":""3"",""start-2"":""3"",""start-3"":""3"",""the-copular-1"":""the subtypes"",""the-copular-2"":""the subtypes"",""the-copular-3"":""the subtypes"",""what-consist-1"":""What"",""what-consist-2"":""What"",""what-consist-3"":""What"",""what-copular-1"":""What"",""what-copular-2"":""What"",""what-copular-3"":""What"",""who-consist-1"":""Who"",""who-consist-2"":""Who"",""who-consist-3"":""Who"",""who-copular-1"":""Who"",""who-copular-2"":""Who"",""who-copular-3"":""Who""}]"
"31D0ZWOD0A0WAG326GN30V4DNVF0AQ","33XAU29Y7QCXMKR397DUKGYGP3PHK6","Ask and answer questions about nouns (ID)","Ask and answer questions about nouns","language, question answering","$0.10","Sun Feb 13 06:34:39 PST 2022","12","BatchId:4668930;OriginalHitTemplateId:920937340;","3600","259200","Sun Feb 20 06:34:39 PST 2022","","","3LJ7UR74RHENF7DMONKCMN9HCY94N6","A1FS8SBR4SDWYG","Approved","Sun Feb 13 07:22:24 PST 2022","Sun Feb 13 07:26:38 PST 2022","Wed Feb 16 07:26:38 PST 2022","Wed Feb 16 07:27:09 PST 2022","","","254","100% (43437/43437)","100% (1253/1253)","100% (171/171)","Wiki1k:wikipedia:19572217:14:6","There are 16 H and 9 N subtypes known , but only H 1 , 2 and 3 , and N 1 and 2 are commonly found in humans .","7","8&26","","","[{""another-question"":""add QA"",""answers-1"":""16 H and 9 N"",""answers-2"":""H and N"",""answers-3"":""known subtypes"",""discard-question"":""discard question"",""end-1"":""8"",""end-2"":""8"",""end-3"":""9"",""member-consist-1"":""member"",""member-consist-2"":""member"",""member-consist-3"":""member"",""member-partof-1"":""member"",""member-partof-2"":""member"",""member-partof-3"":""member"",""notthe-copular-1"":""subtypes"",""notthe-copular-2"":""subtypes"",""notthe-copular-3"":""subtypes"",""part-consist-1"":""part"",""part-consist-2"":""part"",""part-consist-3"":""part"",""part-partof-1"":""part"",""part-partof-2"":""part"",""part-partof-3"":""part"",""question-1"":""How much /How many subtypes?"",""question-2"":""What kind of subtypes?"",""question-3"":""What kind of subtypes?"",""remove-button"":""remove answer"",""start-1"":""3"",""start-2"":""7"",""start-3"":""8"",""the-copular-1"":""the subtypes"",""the-copular-2"":""the subtypes"",""the-copular-3"":""the subtypes"",""what-consist-1"":""What"",""what-consist-2"":""What"",""what-consist-3"":""What"",""what-copular-1"":""What"",""what-copular-2"":""What"",""what-copular-3"":""What"",""who-consist-1"":""Who"",""who-consist-2"":""Who"",""who-consist-3"":""Who"",""who-copular-1"":""Who"",""who-copular-2"":""Who"",""who-copular-3"":""Who""}]"
"31D0ZWOD0A0WAG326GN30V4DNVF0AQ","33XAU29Y7QCXMKR397DUKGYGP3PHK6","Ask and answer questions about nouns (ID)","Ask and answer questions about nouns","language, question answering","$0.10","Sun Feb 13 06:34:39 PST 2022","12","BatchId:4668930;OriginalHitTemplateId:920937340;","3600","259200","Sun Feb 20 06:34:39 PST 2022","","","3VD82FOHKQP8SWQDIHQ7KALAUPTOCO","A1NGGAVIGC9O7V","Approved","Mon Feb 14 09:32:40 PST 2022","Mon Feb 14 09:33:06 PST 2022","Thu Feb 17 09:33:06 PST 2022","Wed Feb 16 11:35:54 PST 2022","","","26","100% (87/87)","100% (23/23)","100% (23/23)","Wiki1k:wikipedia:19572217:14:6","There are 16 H and 9 N subtypes known , but only H 1 , 2 and 3 , and N 1 and 2 are commonly found in humans .","7","8&26","","","[{""another-question"":""add QA"",""answers-1"":""16 H and 9 N"",""discard-question"":""discard question"",""end-1"":""7"",""member-consist-1"":""member"",""member-partof-1"":""member"",""notthe-copular-1"":""subtypes"",""part-consist-1"":""part"",""part-partof-1"":""part"",""question-1"":""How much /How many subtypes?"",""remove-button"":""remove answer"",""start-1"":""3"",""the-copular-1"":""the subtypes"",""what-consist-1"":""What"",""what-copular-1"":""What"",""who-consist-1"":""Who"",""who-copular-1"":""Who""}]"
"31D0ZWOD0A0WAG326GN30V4DNVF0AQ","33XAU29Y7QCXMKR397DUKGYGP3PHK6","Ask and answer questions about nouns (ID)","Ask and answer questions about nouns","language, question answering","$0.10","Sun Feb 13 06:34:39 PST 2022","12","BatchId:4668930;OriginalHitTemplateId:920937340;","3600","259200","Sun Feb 20 06:34:39 PST 2022","","","3XC1O3LBOSNH8SPRRB55H3HKN2WTLV","A21LONLNBOB8Q","Approved","Sun Feb 13 10:19:28 PST 2022","Sun Feb 13 10:22:17 PST 2022","Wed Feb 16 10:22:17 PST 2022","Wed Feb 16 10:23:09 PST 2022","","","169","100% (13384/13384)","100% (892/892)","100% (86/86)","Wiki1k:wikipedia:19572217:14:6","There are 16 H and 9 N subtypes known , but only H 1 , 2 and 3 , and N 1 and 2 are commonly found in humans .","7","8&26","","","[{""another-question"":""add QA"",""answers-1"":""16 H and 9 N"",""discard-question"":""discard question"",""end-1"":""8"",""member-consist-1"":""member"",""member-partof-1"":""member"",""notthe-copular-1"":""subtypes"",""part-consist-1"":""part"",""part-partof-1"":""part"",""question-1"":""How much /How many subtypes?"",""remove-button"":""remove answer"",""start-1"":""3"",""the-copular-1"":""the subtypes"",""what-consist-1"":""What"",""what-copular-1"":""What"",""who-consist-1"":""Who"",""who-copular-1"":""Who""}]"
"31D0ZWOD0A0WAG326GN30V4DNVF0AQ","33XAU29Y7QCXMKR397DUKGYGP3PHK6","Ask and answer questions about nouns (ID)","Ask and answer questions about nouns","language, question answering","$0.10","Sun Feb 13 06:34:39 PST 2022","12","BatchId:4668930;OriginalHitTemplateId:920937340;","3600","259200","Sun Feb 20 06:34:39 PST 2022","","","3W2LOLRXLBGT87UH2MO92O3NAHQRK9","A2M9JNCHRKMCC4","Approved","Sun Feb 13 08:17:25 PST 2022","Sun Feb 13 08:19:39 PST 2022","Wed Feb 16 08:19:39 PST 2022","Wed Feb 16 08:20:09 PST 2022","","","134","100% (297/297)","100% (24/24)","100% (23/23)","Wiki1k:wikipedia:19572217:14:6","There are 16 H and 9 N subtypes known , but only H 1 , 2 and 3 , and N 1 and 2 are commonly found in humans .","7","8&26","","","[{""another-question"":""add QA"",""answers-1"":""16 H and 9 N"",""answers-2"":""humans"",""discard-question"":""discard question"",""end-1"":""7"",""end-2"":""29"",""member-consist-1"":""member"",""member-consist-2"":""member"",""member-partof-1"":""member"",""member-partof-2"":""member"",""notthe-copular-1"":""subtypes"",""notthe-copular-2"":""subtypes"",""part-consist-1"":""part"",""part-consist-2"":""part"",""part-partof-1"":""part"",""part-partof-2"":""part"",""question-1"":""What kind of subtypes?"",""question-2"":""What/Who is a part/member of subtypes?"",""question-2-consist-input-part-member"":""member"",""question-2-consist-input-what-who"":""Who"",""remove-button"":""remove answer"",""start-1"":""3"",""start-2"":""29"",""the-copular-1"":""the subtypes"",""the-copular-2"":""the subtypes"",""what-consist-1"":""What"",""what-consist-2"":""What"",""what-copular-1"":""What"",""what-copular-2"":""What"",""who-consist-1"":""Who"",""who-consist-2"":""Who"",""who-copular-1"":""Who"",""who-copular-2"":""Who""}]"
"31D0ZWOD0A0WAG326GN30V4DNVF0AQ","33XAU29Y7QCXMKR397DUKGYGP3PHK6","Ask and answer questions about nouns (ID)","Ask and answer questions about nouns","language, question answering","$0.10","Sun Feb 13 06:34:39 PST 2022","12","BatchId:4668930;OriginalHitTemplateId:920937340;","3600","259200","Sun Feb 20 06:34:39 PST 2022","","","3OE22WJIGIP7Z2KTJL3B3L2GGPLUQD","A3GWRDHAURRNK6","Approved","Mon Feb 14 07:00:06 PST 2022","Mon Feb 14 07:05:12 PST 2022","Thu Feb 17 07:05:12 PST 2022","Wed Feb 16 11:35:54 PST 2022","","","306","100% (610/610)","100% (54/54)","100% (23/23)","Wiki1k:wikipedia:19572217:14:6","There are 16 H and 9 N subtypes known , but only H 1 , 2 and 3 , and N 1 and 2 are commonly found in humans .","7","8&26","","","[{""another-question"":""add QA"",""answers-1"":""16 H and 9 N"",""answers-2"":""known"",""answers-3"":""H 1 , 2 and 3 , and N 1 and 2"",""discard-question"":""discard question"",""end-1"":""7"",""end-2"":""9"",""end-3"":""24"",""member-consist-1"":""member"",""member-consist-2"":""member"",""member-consist-3"":""member"",""member-partof-1"":""member"",""member-partof-2"":""member"",""member-partof-3"":""member"",""notthe-copular-1"":""subtypes"",""notthe-copular-2"":""subtypes"",""notthe-copular-3"":""subtypes"",""part-consist-1"":""part"",""part-consist-2"":""part"",""part-consist-3"":""part"",""part-partof-1"":""part"",""part-partof-2"":""part"",""part-partof-3"":""part"",""question-1"":""How much /How many subtypes?"",""question-2"":""What kind of subtypes?"",""question-3"":""What/Who is a part/member of subtypes?"",""question-3-consist-input-part-member"":""part"",""question-3-consist-input-what-who"":""What"",""remove-button"":""remove answer"",""start-1"":""3"",""start-2"":""9"",""start-3"":""13"",""the-copular-1"":""the subtypes"",""the-copular-2"":""the subtypes"",""the-copular-3"":""the subtypes"",""what-consist-1"":""What"",""what-consist-2"":""What"",""what-consist-3"":""What"",""what-copular-1"":""What"",""what-copular-2"":""What"",""what-copular-3"":""What"",""who-consist-1"":""Who"",""who-consist-2"":""Who"",""who-consist-3"":""Who"",""who-copular-1"":""Who"",""who-copular-2"":""Who"",""who-copular-3"":""Who""}]"
"31D0ZWOD0A0WAG326GN30V4DNVF0AQ","33XAU29Y7QCXMKR397DUKGYGP3PHK6","Ask and answer questions about nouns (ID)","Ask and answer questions about nouns","language, question answering","$0.10","Sun Feb 13 06:34:39 PST 2022","12","BatchId:4668930;OriginalHitTemplateId:920937340;","3600","259200","Sun Feb 20 06:34:39 PST 2022","","","3WETL7AQWT9Y7MOCK9J7I1HP7DL534","AJQGWGESKQT4Y","Approved","Sun Feb 13 11:04:11 PST 2022","Sun Feb 13 11:04:53 PST 2022","Wed Feb 16 11:04:53 PST 2022","Wed Feb 16 11:05:11 PST 2022","","","42","100% (19602/19602)","100% (1430/1430)","100% (37/37)","Wiki1k:wikipedia:19572217:14:6","There are 16 H and 9 N subtypes known , but only H 1 , 2 and 3 , and N 1 and 2 are commonly found in humans .","7","8&26","","","[{""another-question"":""add QA"",""answers-1"":""16 H and 9 N known subtypes"",""answers-2"":""commonly found in humans"",""discard-question"":""discard question"",""end-1"":""9"",""end-2"":""30"",""member-consist-1"":""member"",""member-consist-2"":""member"",""member-partof-1"":""member"",""member-partof-2"":""member"",""notthe-copular-1"":""subtypes"",""notthe-copular-2"":""subtypes"",""part-consist-1"":""part"",""part-consist-2"":""part"",""part-partof-1"":""part"",""part-partof-2"":""part"",""question-1"":""How much /How many subtypes?"",""question-2"":""Where is the subtypes?"",""remove-button"":""remove answer"",""start-1"":""8"",""start-2"":""26"",""the-copular-1"":""the subtypes"",""the-copular-2"":""the subtypes"",""what-consist-1"":""What"",""what-consist-2"":""What"",""what-copular-1"":""What"",""what-copular-2"":""What"",""who-consist-1"":""Who"",""who-consist-2"":""Who"",""who-copular-1"":""Who"",""who-copular-2"":""Who""}]"
"31D0ZWOD0A0WAG326GN30V4DNVF0AQ","33XAU29Y7QCXMKR397DUKGYGP3PHK6","Ask and answer questions about nouns (ID)","Ask and answer questions about nouns","language, question answering","$0.10","Sun Feb 13 06:34:39 PST 2022","12","BatchId:4668930;OriginalHitTemplateId:920937340;","3600","259200","Sun Feb 20 06:34:39 PST 2022","","","33LK57MYLT60YHTGHCROFDWW0SNSZL","AKQAI78JTXXC9","Approved","Sun Feb 13 08:59:59 PST 2022","Sun Feb 13 09:32:46 PST 2022","Wed Feb 16 09:32:46 PST 2022","Wed Feb 16 09:33:09 PST 2022","","","1967","100% (240/240)","100% (86/86)","100% (23/23)","Wiki1k:wikipedia:19572217:14:6","There are 16 H and 9 N subtypes known , but only H 1 , 2 and 3 , and N 1 and 2 are commonly found in humans .","7","8&26","","","[{""another-question"":""add QA"",""answers-1"":""16 H and 9 N"",""discard-question"":""discard question"",""end-1"":""8"",""member-consist-1"":""member"",""member-partof-1"":""member"",""notthe-copular-1"":""subtypes"",""part-consist-1"":""part"",""part-partof-1"":""part"",""question-1"":""How much /How many subtypes?"",""remove-button"":""remove answer"",""start-1"":""3"",""the-copular-1"":""the subtypes"",""what-consist-1"":""What"",""what-copular-1"":""What"",""who-consist-1"":""Who"",""who-copular-1"":""Who""}]"
"31D0ZWOD0A0WAG326GN30V4DNVF0AQ","33XAU29Y7QCXMKR397DUKGYGP3PHK6","Ask and answer questions about nouns (ID)","Ask and answer questions about nouns","language, question answering","$0.10","Sun Feb 13 06:34:39 PST 2022","12","BatchId:4668930;OriginalHitTemplateId:920937340;","3600","259200","Sun Feb 20 06:34:39 PST 2022","","","3I7DHKZYGN1TNY4544K9JA6MAEC5FL","AVBRJBJONL47I","Approved","Tue Feb 15 21:43:23 PST 2022","Tue Feb 15 21:45:43 PST 2022","Fri Feb 18 21:45:43 PST 2022","Wed Feb 16 11:35:54 PST 2022","","","140","100% (85/85)","100% (23/23)","100% (21/21)","Wiki1k:wikipedia:19572217:14:6","There are 16 H and 9 N subtypes known , but only H 1 , 2 and 3 , and N 1 and 2 are commonly found in humans .","7","8&26","","","[{""another-question"":""add QA"",""answers-1"":""16 H and 9 N"",""discard-question"":""discard question"",""end-1"":""7"",""member-consist-1"":""member"",""member-partof-1"":""member"",""notthe-copular-1"":""subtypes"",""part-consist-1"":""part"",""part-partof-1"":""part"",""question-1"":""How much /How many subtypes?"",""remove-button"":""remove answer"",""start-1"":""3"",""the-copular-1"":""the subtypes"",""what-consist-1"":""What"",""what-copular-1"":""What"",""who-consist-1"":""Who"",""who-copular-1"":""Who""}]"
